gene_id,Pverr_006,Pverr_007,Pverr_008,Pverr_009,Pverr_106,Pverr_107,Pverr_108,Pverr_109,Pverr_110,Pverr_111,Pverr_112,Pverr_113
Pver_gene_g10055,0,9,34,0,7,15,12,13,0,0,0,0
Pver_gene_g10054,0,0,0,0,23,12,0,26,12,25,0,15
Pver_gene_g10053,0,19,16,0,33,38,7,0,42,49,42,26
Pver_gene_g10052,41,49,84,109,210,193,147,275,123,202,157,182
Pver_gene_g10051,0,17,24,14,126,106,42,109,64,93,165,96
Pver_gene_g10050,0,0,0,0,0,0,0,0,0,7,0,0
Pver_gene_g202_g204,0,0,0,0,0,0,0,0,0,0,23,0
Pver_gene_g26765,0,9,0,0,37,29,15,17,58,17,13,40
Pver_gene_g26766,0,0,0,0,0,0,5,0,0,6,0,0
Pver_gene_novel_gene_266_5de57afd,41,35,44,0,127,157,112,132,130,96,204,75
Pver_gene_novel_gene_466_5de57afd,0,0,0,0,0,5,0,0,4,6,0,0
Pver_gene_g25791,0,24,0,17,0,0,0,17,0,0,0,0
Pver_gene_g14538,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14539,0,0,0,0,29,38,10,26,23,28,41,35
Pver_gene_g14530,34,44,77,29,0,19,21,28,25,13,35,26
Pver_gene_g14531,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14532,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14533,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14534,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14535,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14536,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14537,0,14,47,16,55,123,18,137,93,77,40,65
Pver_gene_g13089,0,0,0,0,30,14,8,31,26,11,0,17
Pver_gene_g13088,0,0,0,0,0,0,3,0,5,0,0,0
Pver_gene_g13081,0,0,0,0,199,96,32,154,0,91,0,62
Pver_gene_g13080,0,0,0,0,0,10,0,0,15,36,0,10
Pver_gene_g13083,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13082,0,0,0,0,146,61,0,92,0,129,0,0
Pver_gene_g13085,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13084,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13087,0,0,0,0,342,225,123,249,73,329,320,196
Pver_gene_g13086,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11836,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17208,0,0,0,0,0,13,0,0,18,14,0,0
Pver_gene_g11834,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11835,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11832,0,0,0,0,0,0,0,0,0,19,67,0
Pver_gene_g11833,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11830,0,0,0,0,0,0,0,0,10,0,0,0
Pver_gene_g11831,129,90,106,85,19,26,0,103,24,79,27,42
Pver_gene_g11838,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11839,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17207,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_734_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_split_gene_g8246-g310,0,18,0,0,65,48,15,65,13,36,0,39
Pver_gene_novel_gene_438_5de57afd,0,0,0,0,9,8,0,0,0,3,0,2
Pver_gene_g12020,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12021,0,0,13,0,46,53,14,80,49,82,77,44
Pver_gene_g12022,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12023,13,0,0,0,22,30,5,30,24,60,29,32
Pver_gene_g12024,0,0,0,0,13,0,0,39,0,0,0,7
Pver_gene_g12025,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12026,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12027,0,0,0,0,135,114,24,199,112,116,240,120
Pver_gene_g12028,115,217,345,207,160,81,25,173,68,156,133,115
Pver_gene_g12029,80,114,181,61,605,438,281,837,400,625,763,538
Pver_gene_g915,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g914,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g917,0,8,8,0,35,18,14,43,29,12,0,8
Pver_gene_g916,0,0,0,0,60,31,9,62,28,76,43,62
Pver_gene_g911,44,34,0,9,29,42,24,59,39,39,27,31
Pver_gene_g910,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g913,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g912,10,24,46,11,0,3,8,11,1,11,7,0
Pver_gene_g919,38,0,15,0,1135,686,367,953,379,993,791,863
Pver_gene_g918,0,47,51,57,16,71,14,67,37,38,55,53
Pver_gene_g17665,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20147,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17667,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20145,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17661,175,117,135,168,234,204,27,301,118,273,112,212
Pver_gene_g20143,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21737,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17663,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20141,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9142,0,0,0,0,0,0,8,26,24,0,29,21
Pver_gene_g9143,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9140,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9141,26,8,10,12,18,19,15,44,23,20,36,21
Pver_gene_g9146,0,0,0,18,0,0,0,0,0,25,0,0
Pver_gene_g9147,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9144,0,0,0,0,0,20,0,0,0,0,0,6
Pver_gene_g9145,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6334,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9148,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9149,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3407,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2374,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24860,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2376,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5825,0,0,0,0,0,13,8,0,7,11,0,13
Pver_gene_g5824,0,0,0,0,52,85,16,33,23,78,62,57
Pver_gene_g5827,52,19,11,0,0,0,0,0,0,14,0,6
Pver_gene_g5826,197,166,227,110,145,89,41,108,85,108,46,122
Pver_gene_g5821,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5820,25,66,46,34,16,22,0,42,42,35,32,27
Pver_gene_g5823,89,78,67,75,52,31,17,50,6,48,58,0
Pver_gene_g5822,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2370,184,188,290,208,365,289,72,629,141,562,434,425
Pver_gene_g5829,99,23,59,33,11,15,0,0,0,0,13,0
Pver_gene_g5828,0,12,0,0,89,95,16,111,55,73,26,107
Pver_gene_g8819,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8818,0,0,0,0,14,0,0,0,0,0,0,0
Pver_gene_g2372,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24866,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_107_5de57afd,0,8,12,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_621_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9850,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9851,210,325,202,197,529,456,186,463,208,825,451,563
Pver_gene_g9852,0,0,0,0,0,0,0,8,0,0,0,0
Pver_gene_g9853,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9854,66,99,99,70,0,41,10,63,34,64,35,45
Pver_gene_g9855,0,0,0,0,0,5,0,2,3,0,0,0
Pver_gene_g9856,0,0,0,0,12,10,7,0,0,17,0,13
Pver_gene_g9857,144,108,155,69,113,145,93,110,151,122,227,100
Pver_gene_g9858,188,188,187,171,82,27,28,113,28,67,110,85
Pver_gene_g9859,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3402,740,757,1072,929,2737,1598,453,3042,996,2158,2538,1996
Pver_gene_g4541,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_462_5de57afd,0,0,0,0,0,0,0,6,9,0,0,14
Pver_gene_g4540,0,0,0,0,0,6,0,0,0,0,0,0
Pver_gene_novel_gene_501_5de57afd,0,0,0,0,0,3,0,2,0,2,0,10
Pver_gene_g4543,0,0,0,0,416,316,161,622,293,394,784,386
Pver_gene_g26217,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g26210,116,205,249,153,300,300,121,379,302,477,471,332
Pver_gene_g4544,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4547,53,91,148,91,17,24,20,14,29,19,41,20
Pver_gene_g4546,25,24,21,21,0,8,0,0,23,0,0,14
Pver_gene_g3283,0,0,0,0,89,137,27,155,75,148,205,171
Pver_gene_g3282,0,0,0,0,11,0,0,0,3,0,0,0
Pver_gene_g3281,0,0,0,0,77,52,66,37,8,43,76,22
Pver_gene_g3280,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3287,315,427,689,374,0,0,0,0,0,0,0,0
Pver_gene_g3286,0,13,0,0,54,47,30,95,37,45,64,38
Pver_gene_g3285,0,0,0,12,95,54,25,26,37,60,24,32
Pver_gene_g3284,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3289,111,121,197,96,0,0,0,0,0,0,0,0
Pver_gene_g3288,98,156,213,75,0,0,0,0,0,0,0,0
Pver_gene_g2888,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2889,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2886,200,124,115,92,673,616,247,724,421,586,731,583
Pver_gene_g2887,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2884,0,0,0,0,20,8,3,20,13,0,0,20
Pver_gene_g2885,74,161,164,94,243,209,77,476,152,351,250,442
Pver_gene_g2882,44,48,30,52,109,154,40,204,187,151,138,150
Pver_gene_g2883,531,406,504,308,105,271,103,154,232,129,141,206
Pver_gene_g2880,50,57,101,61,178,136,45,146,175,127,128,116
Pver_gene_g2881,18,9,17,0,29,0,0,23,22,16,0,14
Pver_gene_g3759,11,7,18,14,11,26,7,22,44,4,32,0
Pver_gene_g3758,15,18,14,0,185,135,49,322,115,295,244,238
Pver_gene_g6509,327,168,259,162,194,143,32,381,75,237,283,156
Pver_gene_g6508,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3755,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6506,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3757,0,0,0,0,242,214,48,222,106,176,164,189
Pver_gene_g6504,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3751,152,163,266,161,70,61,25,102,47,101,174,99
Pver_gene_g3750,0,13,14,0,0,6,0,0,0,0,0,6
Pver_gene_g6501,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6500,0,0,9,0,8,9,5,0,29,18,0,0
Pver_gene_g7458,0,9,61,40,32,25,0,0,4,24,33,24
Pver_gene_g7459,0,0,0,0,156,100,26,201,108,83,94,50
Pver_gene_g7452,141,112,135,105,90,71,22,136,46,54,114,68
Pver_gene_g7453,0,0,0,0,0,4,0,0,0,0,0,0
Pver_gene_g7450,0,0,0,0,0,16,11,0,0,0,0,0
Pver_gene_g7451,64,36,24,33,20,16,0,23,35,16,20,18
Pver_gene_g7456,0,0,0,0,0,6,0,0,0,0,0,0
Pver_gene_g7457,0,0,0,0,17,0,0,0,3,0,0,0
Pver_gene_g7454,0,17,0,0,0,0,5,0,0,0,0,0
Pver_gene_g7455,97,165,205,86,136,111,131,126,69,97,166,113
Pver_gene_g18044,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18045,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18046,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18047,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18040,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18041,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18042,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18043,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18048,0,0,0,0,0,0,0,0,0,0,30,0
Pver_gene_g18049,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24713,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24712,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24711,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24710,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24717,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24716,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24715,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24714,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24719,0,0,0,0,0,11,2,16,0,0,7,6
Pver_gene_g24718,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22719,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22718,0,0,0,0,0,1,1,1,2,0,1,1
Pver_gene_g22711,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22710,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22713,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22712,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22715,0,0,0,0,0,0,0,0,0,0,7,0
Pver_gene_g20988,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22717,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22716,0,0,0,0,0,7,6,0,8,0,0,0
Pver_gene_g1703,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22680,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8039,48,41,52,26,0,4,0,0,0,0,0,13
Pver_gene_g8038,0,0,0,5,0,0,0,0,0,0,6,0
Pver_gene_g8031,0,26,39,40,87,18,14,30,29,39,18,24
Pver_gene_g8030,149,216,212,168,821,621,278,678,326,651,945,701
Pver_gene_g8033,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8032,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8035,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8034,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8037,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8036,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20982,0,0,15,0,8,0,1,0,0,0,10,0
Pver_gene_g20983,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18011,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_764_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20986,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20987,28,49,42,31,17,12,0,0,0,10,12,5
Pver_gene_g20984,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20985,0,4,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_397_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19838,0,0,0,0,0,13,0,0,0,0,0,17
Pver_gene_g19839,26,19,9,3,0,0,0,0,0,0,0,0
Pver_gene_g19836,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19837,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19834,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19835,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19832,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19833,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19830,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19831,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25882,63,43,45,55,879,683,158,1074,335,1218,903,913
Pver_gene_g23398,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23399,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23392,0,0,0,0,19,0,10,79,0,29,11,29
Pver_gene_g23393,0,0,0,0,7,0,0,0,9,0,0,0
Pver_gene_g23390,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23391,0,0,0,0,29,25,13,68,28,33,40,19
Pver_gene_g23396,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23397,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23394,0,0,0,0,20,14,12,18,20,17,37,13
Pver_gene_g23395,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4839,114,216,212,193,338,178,79,407,216,343,268,238
Pver_gene_g4838,0,114,69,16,298,210,87,338,88,256,152,303
Pver_gene_g4835,0,0,0,0,566,691,259,1377,559,835,1019,530
Pver_gene_g4834,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4837,0,0,0,0,9,44,0,22,0,10,13,47
Pver_gene_g4836,0,0,0,0,13,15,4,11,0,0,0,6
Pver_gene_g4831,199,226,207,146,202,161,80,406,120,140,240,190
Pver_gene_g4830,62,145,182,85,174,127,36,99,43,128,164,122
Pver_gene_g4833,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4832,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11937,0,33,0,0,8,9,10,18,5,17,41,25
Pver_gene_g11936,36,47,68,26,57,97,16,68,80,50,67,63
Pver_gene_g11935,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11934,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11933,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11932,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11931,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11930,0,0,0,0,0,0,0,0,0,5,0,0
Pver_gene_g11939,78,67,92,62,209,168,87,369,127,145,205,184
Pver_gene_g11938,0,44,22,17,17,20,6,102,16,38,92,14
Pver_gene_g15007,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15006,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15005,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15004,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15003,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15002,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15001,0,9,21,0,30,33,35,88,28,37,65,54
Pver_gene_g15000,0,22,13,12,54,63,53,61,66,64,96,60
Pver_gene_g15009,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15008,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18875,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23977,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18877,0,0,0,0,100,79,27,156,50,89,85,99
Pver_gene_g23975,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23972,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23973,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23970,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18872,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18879,0,0,0,0,7,0,0,0,0,17,0,7
Pver_gene_g18878,0,0,0,0,9,0,0,0,0,0,0,0
Pver_gene_g23978,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23979,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21538,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21539,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21534,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21535,0,0,2,0,0,0,0,17,0,0,0,0
Pver_gene_g21536,0,0,0,0,0,0,0,3,0,0,3,0
Pver_gene_g21537,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21530,0,0,0,0,3,0,0,0,0,0,0,0
Pver_gene_g21531,0,0,0,0,0,0,0,0,0,7,0,0
Pver_gene_g21532,0,0,0,0,0,0,0,0,0,0,0,1
Pver_gene_g21533,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17690,0,0,0,0,59,84,27,77,56,61,106,67
Pver_gene_g17691,0,0,0,0,0,0,0,0,0,25,0,0
Pver_gene_g17692,0,38,104,0,51,26,24,0,40,24,0,26
Pver_gene_g17693,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17694,0,0,0,0,0,0,2,0,16,16,0,12
Pver_gene_g17695,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17696,0,0,0,0,13,24,0,5,7,16,0,23
Pver_gene_g17697,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17699,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19586,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19587,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19584,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19585,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19582,0,0,0,0,0,0,0,10,0,11,20,0
Pver_gene_g19583,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19580,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19581,0,0,0,0,11,17,35,22,31,20,15,0
Pver_gene_g14350,8,40,46,42,77,45,85,48,73,20,30,40
Pver_gene_g14351,46,112,149,120,349,216,62,300,124,192,275,223
Pver_gene_g14352,110,100,80,82,162,168,91,259,131,194,196,140
Pver_gene_g14353,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14354,0,0,0,0,0,0,0,0,0,0,0,11
Pver_gene_g14355,43,29,0,7,359,348,68,757,228,571,640,343
Pver_gene_g14356,106,136,136,107,51,14,0,54,29,33,82,29
Pver_gene_g19589,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17526,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17527,0,0,0,0,47,21,13,41,9,27,78,36
Pver_gene_g17524,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17525,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17522,0,0,0,0,0,0,0,0,0,0,25,0
Pver_gene_g17523,0,0,0,0,27,0,0,15,0,0,0,0
Pver_gene_g17520,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17521,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_785_5de57afd,0,0,0,0,0,0,0,0,0,7,15,9
Pver_gene_g17528,0,0,0,0,0,0,0,0,0,5,11,0
Pver_gene_g17529,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19058,0,0,0,0,17,2,0,0,0,4,0,8
Pver_gene_g19059,0,0,0,0,0,0,0,0,0,11,0,0
Pver_gene_g19054,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19055,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19056,0,0,0,0,0,0,0,0,0,0,10,0
Pver_gene_g19057,0,0,0,0,8,0,0,0,0,0,6,0
Pver_gene_g19050,0,0,0,0,7,0,0,0,21,8,0,11
Pver_gene_g19051,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19052,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19053,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11209,0,27,0,24,0,17,0,0,49,29,29,22
Pver_gene_g11208,0,36,28,0,81,121,24,133,66,41,34,107
Pver_gene_g24130,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11201,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11200,0,0,0,0,8,0,0,0,0,0,0,1
Pver_gene_g11203,0,33,36,0,293,171,99,400,206,284,349,229
Pver_gene_g11202,0,45,4,30,139,112,37,134,84,84,148,165
Pver_gene_g11205,24,108,74,87,90,118,71,165,103,86,95,93
Pver_gene_g11204,380,380,443,370,643,466,226,545,468,517,479,372
Pver_gene_g11207,130,166,191,163,108,137,64,222,156,176,118,99
Pver_gene_g11206,22,33,0,0,14,0,0,0,16,19,0,10
Pver_gene_g7381,0,0,33,0,0,70,14,60,0,47,10,72
Pver_gene_g6541,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15582,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15583,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15580,85,129,221,102,284,215,93,398,188,223,308,287
Pver_gene_g15581,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15586,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15587,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13519,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15585,0,0,0,0,0,0,3,0,0,0,0,0
Pver_gene_g13517,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13516,0,0,0,0,110,99,43,126,70,74,74,110
Pver_gene_g13515,0,5,15,6,0,8,0,0,18,0,0,0
Pver_gene_g13514,0,4,0,0,0,0,0,6,0,0,0,0
Pver_gene_g13513,65,54,65,64,50,31,10,59,30,29,9,38
Pver_gene_g13512,0,0,0,0,20,15,12,0,0,5,0,12
Pver_gene_g13511,15,0,7,0,10,12,0,28,9,32,10,0
Pver_gene_g13510,67,75,88,11,0,10,0,43,28,0,23,16
Pver_gene_g24215,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3135,208,296,215,146,188,171,40,202,148,184,140,98
Pver_gene_g3134,76,113,86,45,108,70,97,117,47,78,103,0
Pver_gene_g6325,0,0,0,0,0,45,12,13,0,15,0,18
Pver_gene_g6324,4,10,5,0,0,17,0,6,9,25,0,0
Pver_gene_g3131,0,0,0,0,0,0,9,0,0,0,0,0
Pver_gene_g3130,0,25,26,22,0,0,0,40,0,0,0,20
Pver_gene_g3133,0,13,6,6,31,14,0,28,14,13,23,19
Pver_gene_g6320,166,121,103,45,26,70,6,30,67,52,30,30
Pver_gene_g26718,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25028,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25029,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25022,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25023,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25020,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25021,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25026,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25027,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25024,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25025,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g7618,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g7619,0,17,18,0,0,0,5,0,0,0,0,0
Pver_gene_g7610,0,50,36,31,294,210,71,172,48,304,270,236
Pver_gene_g7611,0,0,0,0,62,56,19,20,105,38,52,45
